Order_ID,Order_Date,Customer_ID,Customer_Name,Segment,Region,State,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost,Payment_Mode,Year,Month,Month_Name,Quarter,Week_of_Year,Day_of_Week,Profit_Margin_%,Revenue_after_Ship,Is_Profitable,Discount_Bucket
ORD-009108,2022-04-12,CUST-0132,James Martin,Corporate,North,Ohio,PROD-0008,Technology,Accessories,Smart Monitor 281,8896.44,9,0.1,1295.7,192.22,Card,2022,4,Apr,2,15,Tuesday,14.56,8704.22,1,Low (≤15%)
ORD-009109,2022-01-29,CUST-0170,David Anderson,Corporate,East,New Jersey,PROD-0095,Furniture,Chairs,Pro Chair 870,9378.95,10,0.0,3007.14,297.81,Card,2022,1,Jan,1,4,Saturday,32.06,9081.14,1,No Discount
ORD-009110,2021-07-26,CUST-0440,John Moore,Consumer,North,Ohio,PROD-0120,Office Supplies,Labels,Basic Stapler 608,753.63,6,0.2,27.17,59.69,Card,2021,7,Jul,3,30,Monday,3.61,693.94,1,Medium (16–35%)
ORD-009111,2023-12-11,CUST-0191,Sarah Johnson,Corporate,North,Ohio,PROD-0123,Furniture,Chairs,Premium Desk 145,6018.64,5,0.0,2041.56,160.05,UPI,2023,12,Dec,4,50,Monday,33.92,5858.59,1,No Discount
ORD-009112,2022-08-05,CUST-0465,Linda Martin,Corporate,West,Nevada,PROD-0046,Office Supplies,Paper,Eco Tape 533,218.89,10,0.4,-53.24,326.4,Cash,2022,8,Aug,3,31,Friday,-24.32,-107.51,0,High (>35%)
ORD-009113,2021-01-28,CUST-0100,Jessica Harris,Corporate,South,North Carolina,PROD-0197,Furniture,Bookcases,Basic Shelf 837,2637.68,4,0.1,169.65,70.7,UPI,2021,1,Jan,1,4,Thursday,6.43,2566.98,1,Low (≤15%)
ORD-009114,2023-01-02,CUST-0269,Joseph Thomas,Consumer,South,Florida,PROD-0196,Furniture,Bookcases,Ultra Desk 809,7697.57,9,0.4,-913.84,442.83,Card,2023,1,Jan,1,1,Monday,-11.87,7254.74,0,High (>35%)
ORD-009115,2021-04-29,CUST-0035,Joseph Brown,Corporate,South,North Carolina,PROD-0159,Furniture,Tables,Elite Sofa 928,13387.91,10,0.1,1390.61,418.97,UPI,2021,4,Apr,2,17,Thursday,10.39,12968.94,1,Low (≤15%)
ORD-009116,2023-11-17,CUST-0206,Michael Moore,Consumer,South,Florida,PROD-0061,Office Supplies,Envelopes,Eco Scissors 269,595.29,6,0.1,103.45,247.67,Cash,2023,11,Nov,4,46,Friday,17.38,347.62,1,Low (≤15%)
ORD-009117,2022-12-28,CUST-0413,Jennifer Harris,Consumer,East,New Jersey,PROD-0089,Furniture,Furnishings,Ultra Chair 492,4012.79,3,0.0,769.79,119.5,Net Banking,2022,12,Dec,4,52,Wednesday,19.18,3893.29,1,No Discount
ORD-009118,2022-02-11,CUST-0274,Patricia Jones,Corporate,West,Washington,PROD-0046,Office Supplies,Paper,Eco Tape 533,74.47,4,0.0,9.79,70.61,Card,2022,2,Feb,1,6,Friday,13.15,3.86,1,No Discount
ORD-009119,2022-10-01,CUST-0129,David Martin,Corporate,West,Arizona,PROD-0044,Furniture,Tables,Basic Shelf 287,6357.9,10,0.5,-586.41,487.5,UPI,2022,10,Oct,4,39,Saturday,-9.22,5870.4,0,High (>35%)
ORD-009120,2023-11-23,CUST-0466,Sarah Martin,Home Office,South,Georgia,PROD-0172,Technology,Phones,Elite Speaker 642,76.73,1,0.4,-5.23,4.98,Cash,2023,11,Nov,4,47,Thursday,-6.82,71.75,0,High (>35%)
ORD-009121,2022-01-14,CUST-0076,Jennifer Brown,Home Office,West,Oregon,PROD-0188,Office Supplies,Envelopes,Smart Scissors 328,637.82,9,0.1,128.89,362.12,Card,2022,1,Jan,1,2,Friday,20.21,275.7,1,Low (≤15%)
ORD-009122,2022-09-24,CUST-0355,Jennifer Miller,Consumer,West,Oregon,PROD-0197,Furniture,Bookcases,Basic Shelf 837,2147.09,3,0.0,515.24,142.05,Card,2022,9,Sep,3,38,Saturday,24.0,2005.04,1,No Discount
ORD-009123,2022-09-12,CUST-0324,Mary Davis,Consumer,South,Florida,PROD-0098,Office Supplies,Envelopes,Classic Tape 897,971.42,6,0.1,159.74,42.28,Cash,2022,9,Sep,3,37,Monday,16.44,929.14,1,Low (≤15%)
ORD-009124,2022-06-10,CUST-0276,Joseph Anderson,Consumer,North,Minnesota,PROD-0077,Technology,Machines,Pro Printer 679,15638.84,8,0.3,-2552.49,87.59,UPI,2022,6,Jun,2,23,Friday,-16.32,15551.25,0,Medium (16–35%)
ORD-009125,2022-01-05,CUST-0212,John Wilson,Consumer,North,Illinois,PROD-0099,Office Supplies,Labels,Classic Marker 310,139.23,4,0.0,14.37,28.89,Net Banking,2022,1,Jan,1,1,Wednesday,10.32,110.34,1,No Discount
ORD-009126,2021-01-07,CUST-0100,Jessica Harris,Corporate,South,North Carolina,PROD-0137,Office Supplies,Art,Classic Marker 206,671.72,8,0.1,102.46,55.95,Cash,2021,1,Jan,1,1,Thursday,15.25,615.77,1,Low (≤15%)
ORD-009127,2022-07-31,CUST-0359,William Johnson,Home Office,West,Washington,PROD-0136,Technology,Phones,Premium Tablet 877,2201.12,10,0.0,173.57,123.77,UPI,2022,7,Jul,3,30,Sunday,7.89,2077.35,1,No Discount
ORD-009128,2022-01-19,CUST-0315,Jessica Smith,Home Office,West,Oregon,PROD-0014,Office Supplies,Labels,Eco Marker 789,42.05,1,0.4,-10.5,27.71,Net Banking,2022,1,Jan,1,3,Wednesday,-24.97,14.34,0,High (>35%)
ORD-009129,2021-09-16,CUST-0439,Richard Wilson,Corporate,North,Wisconsin,PROD-0036,Furniture,Tables,Classic Desk 870,456.41,1,0.1,16.55,25.58,Cash,2021,9,Sep,3,37,Thursday,3.63,430.83,1,Low (≤15%)
ORD-009130,2021-07-23,CUST-0088,John Davis,Corporate,North,Ohio,PROD-0131,Furniture,Furnishings,Smart Chair 305,7531.08,9,0.0,623.94,343.12,Cash,2021,7,Jul,3,29,Friday,8.28,7187.96,1,No Discount
ORD-009131,2022-01-30,CUST-0335,Richard Thomas,Home Office,East,New York,PROD-0079,Furniture,Furnishings,Basic Chair 978,5900.25,4,0.0,878.47,196.19,UPI,2022,1,Jan,1,4,Sunday,14.89,5704.06,1,No Discount
ORD-009132,2022-11-18,CUST-0151,Jessica Wilson,Consumer,West,California,PROD-0079,Furniture,Furnishings,Basic Chair 978,3626.11,4,0.3,-416.46,23.37,Cash,2022,11,Nov,4,46,Friday,-11.49,3602.74,0,Medium (16–35%)
ORD-009133,2023-06-13,CUST-0085,Jessica Williams,Consumer,West,Oregon,PROD-0188,Office Supplies,Envelopes,Smart Scissors 328,561.36,10,0.4,-8.1,360.68,Card,2023,6,Jun,2,24,Tuesday,-1.44,200.68,0,High (>35%)
ORD-009134,2021-01-05,CUST-0064,John Moore,Consumer,East,Connecticut,PROD-0061,Office Supplies,Envelopes,Eco Scissors 269,126.82,2,0.0,18.01,58.82,Net Banking,2021,1,Jan,1,1,Tuesday,14.2,68.0,1,No Discount
ORD-009135,2021-02-12,CUST-0272,William Miller,Corporate,South,Florida,PROD-0159,Furniture,Tables,Elite Sofa 928,1455.88,2,0.2,-48.92,91.87,Card,2021,2,Feb,1,6,Friday,-3.36,1364.01,0,Medium (16–35%)
ORD-009136,2022-04-15,CUST-0200,Joseph Thomas,Home Office,West,California,PROD-0081,Furniture,Tables,Classic Sofa 262,1733.15,2,0.1,408.54,80.91,Card,2022,4,Apr,2,15,Friday,23.57,1652.24,1,Low (≤15%)
ORD-009137,2023-07-31,CUST-0031,Robert Williams,Consumer,West,Arizona,PROD-0086,Furniture,Furnishings,Pro Chair 707,2447.77,10,0.2,-103.93,446.61,UPI,2023,7,Jul,3,31,Monday,-4.25,2001.16,0,Medium (16–35%)
ORD-009138,2023-03-09,CUST-0454,Michael Johnson,Corporate,South,Texas,PROD-0197,Furniture,Bookcases,Basic Shelf 837,8393.66,9,0.2,206.67,438.35,UPI,2023,3,Mar,1,10,Thursday,2.46,7955.31,1,Medium (16–35%)
ORD-009139,2021-10-25,CUST-0266,James Harris,Corporate,East,Massachusetts,PROD-0101,Technology,Machines,Premium Camera 902,1629.62,5,0.0,394.47,191.93,Net Banking,2021,10,Oct,4,43,Monday,24.21,1437.69,1,No Discount
ORD-009140,2021-11-06,CUST-0004,Michael White,Home Office,East,Connecticut,PROD-0182,Office Supplies,Paper,Smart Marker 160,169.93,3,0.5,-34.21,26.35,Cash,2021,11,Nov,4,44,Saturday,-20.13,143.58,0,High (>35%)
ORD-009141,2022-12-20,CUST-0007,Robert Jackson,Consumer,South,Texas,PROD-0167,Technology,Accessories,Ultra Monitor 758,20391.26,9,0.0,1722.44,116.46,Card,2022,12,Dec,4,51,Tuesday,8.45,20274.8,1,No Discount
ORD-009142,2022-01-25,CUST-0465,Linda Martin,Corporate,West,Nevada,PROD-0054,Furniture,Bookcases,Classic Desk 272,919.4,2,0.3,-160.78,84.33,Cash,2022,1,Jan,1,4,Tuesday,-17.49,835.07,0,Medium (16–35%)
ORD-009143,2023-09-21,CUST-0243,William White,Corporate,North,Illinois,PROD-0165,Furniture,Tables,Classic Sofa 610,6521.64,8,0.2,1153.14,326.35,Net Banking,2023,9,Sep,3,38,Thursday,17.68,6195.29,1,Medium (16–35%)
ORD-009144,2023-11-28,CUST-0495,Jessica Harris,Consumer,East,Pennsylvania,PROD-0061,Office Supplies,Envelopes,Eco Scissors 269,26.44,4,0.0,1.57,86.44,Cash,2023,11,Nov,4,48,Tuesday,5.94,-60.0,1,No Discount
ORD-009145,2023-09-01,CUST-0039,Linda Moore,Corporate,East,Connecticut,PROD-0162,Technology,Copiers,Premium Monitor 491,4279.25,3,0.0,1453.29,119.28,Card,2023,9,Sep,3,35,Friday,33.96,4159.97,1,No Discount
ORD-009146,2022-08-06,CUST-0153,Mary Brown,Home Office,North,Ohio,PROD-0182,Office Supplies,Paper,Smart Marker 160,196.42,7,0.0,54.11,286.24,Cash,2022,8,Aug,3,31,Saturday,27.55,-89.82,1,No Discount
ORD-009147,2023-11-21,CUST-0306,Richard Thomas,Consumer,North,Illinois,PROD-0184,Furniture,Bookcases,Smart Chair 821,5550.04,5,0.3,-240.87,108.42,Cash,2023,11,Nov,4,47,Tuesday,-4.34,5441.62,0,Medium (16–35%)
ORD-009148,2022-01-04,CUST-0152,Joseph Taylor,Home Office,North,Minnesota,PROD-0136,Technology,Phones,Premium Tablet 877,12315.34,10,0.1,585.16,276.71,Cash,2022,1,Jan,1,1,Tuesday,4.75,12038.63,1,Low (≤15%)
ORD-009149,2022-02-03,CUST-0103,Barbara Wilson,Corporate,North,Illinois,PROD-0056,Furniture,Bookcases,Smart Stool 655,7782.66,9,0.0,2244.03,35.43,Card,2022,2,Feb,1,5,Thursday,28.83,7747.23,1,No Discount
ORD-009150,2021-03-01,CUST-0487,Patricia White,Home Office,South,Texas,PROD-0153,Furniture,Chairs,Elite Cabinet 669,8369.03,7,0.0,1995.2,269.22,Net Banking,2021,3,Mar,1,9,Monday,23.84,8099.81,1,No Discount
ORD-009151,2022-01-09,CUST-0098,Jennifer Harris,Consumer,North,Michigan,PROD-0054,Furniture,Bookcases,Classic Desk 272,12543.08,7,0.1,2020.51,324.95,UPI,2022,1,Jan,1,1,Sunday,16.11,12218.13,1,Low (≤15%)
ORD-009152,2022-07-30,CUST-0338,Mary Jones,Corporate,North,Wisconsin,PROD-0058,Furniture,Tables,Premium Shelf 560,1048.97,5,0.3,114.37,239.54,UPI,2022,7,Jul,3,30,Saturday,10.9,809.43,1,Medium (16–35%)
ORD-009153,2022-06-24,CUST-0029,William Martin,Home Office,East,Connecticut,PROD-0028,Technology,Machines,Basic Monitor 548,4702.01,8,0.1,1244.04,43.37,Cash,2022,6,Jun,2,25,Friday,26.46,4658.64,1,Low (≤15%)
ORD-009154,2021-01-08,CUST-0069,James Brown,Home Office,North,Wisconsin,PROD-0152,Technology,Phones,Classic Camera 366,6615.31,7,0.3,-516.19,32.81,UPI,2021,1,Jan,1,1,Friday,-7.8,6582.5,0,Medium (16–35%)
ORD-009155,2023-03-17,CUST-0455,Mary Williams,Corporate,North,Wisconsin,PROD-0079,Furniture,Furnishings,Basic Chair 978,3724.16,4,0.4,-332.67,188.96,UPI,2023,3,Mar,1,11,Friday,-8.93,3535.2,0,High (>35%)
ORD-009156,2022-12-12,CUST-0243,William White,Corporate,North,Illinois,PROD-0184,Furniture,Bookcases,Smart Chair 821,1698.74,3,0.0,452.26,130.43,Cash,2022,12,Dec,4,50,Monday,26.62,1568.31,1,No Discount
ORD-009157,2021-09-24,CUST-0325,Richard Martin,Consumer,South,Georgia,PROD-0006,Technology,Copiers,Smart Speaker 550,364.33,3,0.4,-68.4,9.98,Card,2021,9,Sep,3,38,Friday,-18.77,354.35,0,High (>35%)
ORD-009158,2021-10-13,CUST-0202,Sarah Brown,Corporate,West,Nevada,PROD-0107,Technology,Accessories,Premium Laptop 908,9340.07,4,0.0,3159.25,113.37,UPI,2021,10,Oct,4,41,Wednesday,33.82,9226.7,1,No Discount
ORD-009159,2022-12-26,CUST-0482,Sarah Moore,Consumer,West,Arizona,PROD-0084,Technology,Machines,Ultra Camera 539,3035.96,2,0.1,527.48,55.84,UPI,2022,12,Dec,4,52,Monday,17.37,2980.12,1,Low (≤15%)
ORD-009160,2021-04-21,CUST-0011,Linda Taylor,Home Office,East,New York,PROD-0173,Technology,Accessories,Basic Phone 353,26507.55,10,0.0,8716.79,356.61,Card,2021,4,Apr,2,16,Wednesday,32.88,26150.94,1,No Discount
ORD-009161,2023-07-30,CUST-0238,John Williams,Consumer,South,Virginia,PROD-0041,Technology,Phones,Smart Tablet 965,16590.25,10,0.0,4896.47,268.69,UPI,2023,7,Jul,3,30,Sunday,29.51,16321.56,1,No Discount
ORD-009162,2022-12-01,CUST-0448,Susan Jackson,Home Office,North,Illinois,PROD-0037,Office Supplies,Storage,Basic Marker 691,51.05,1,0.4,-9.12,29.93,Cash,2022,12,Dec,4,48,Thursday,-17.86,21.12,0,High (>35%)
ORD-009163,2022-01-21,CUST-0437,Richard Jones,Consumer,West,Arizona,PROD-0074,Office Supplies,Fasteners,Basic Stapler 914,565.84,10,0.0,189.44,198.01,UPI,2022,1,Jan,1,3,Friday,33.48,367.83,1,No Discount
ORD-009164,2021-12-27,CUST-0293,Michael Anderson,Corporate,South,Florida,PROD-0095,Furniture,Chairs,Pro Chair 870,4087.15,7,0.5,-1265.12,310.49,Cash,2021,12,Dec,4,52,Monday,-30.95,3776.66,0,High (>35%)
ORD-009165,2021-12-31,CUST-0156,Sarah Taylor,Consumer,North,Minnesota,PROD-0008,Technology,Accessories,Smart Monitor 281,4996.55,6,0.5,-1463.55,272.37,Net Banking,2021,12,Dec,4,52,Friday,-29.29,4724.18,0,High (>35%)
ORD-009166,2022-10-27,CUST-0161,Barbara Jackson,Corporate,East,Massachusetts,PROD-0155,Furniture,Tables,Premium Chair 163,2178.45,7,0.4,-265.39,249.72,Card,2022,10,Oct,4,43,Thursday,-12.18,1928.73,0,High (>35%)
ORD-009167,2023-04-13,CUST-0445,William Anderson,Consumer,South,Florida,PROD-0056,Furniture,Bookcases,Smart Stool 655,1547.48,10,0.4,-261.34,55.92,Cash,2023,4,Apr,2,15,Thursday,-16.89,1491.56,0,High (>35%)
ORD-009168,2023-11-19,CUST-0165,Sarah Harris,Home Office,East,Pennsylvania,PROD-0111,Furniture,Bookcases,Basic Cabinet 417,1941.72,2,0.0,435.88,78.02,Card,2023,11,Nov,4,46,Sunday,22.45,1863.7,1,No Discount
ORD-009169,2021-06-26,CUST-0150,John Taylor,Home Office,East,Pennsylvania,PROD-0051,Technology,Copiers,Elite Monitor 525,4173.11,2,0.0,1175.11,80.44,UPI,2021,6,Jun,2,25,Saturday,28.16,4092.67,1,No Discount
ORD-009170,2021-03-14,CUST-0187,William Brown,Consumer,West,Arizona,PROD-0012,Office Supplies,Paper,Premium Scissors 844,348.75,3,0.0,51.47,118.35,Net Banking,2021,3,Mar,1,10,Sunday,14.76,230.4,1,No Discount
ORD-009171,2022-07-10,CUST-0212,John Wilson,Consumer,North,Illinois,PROD-0167,Technology,Accessories,Ultra Monitor 758,7306.43,5,0.0,1687.97,182.45,Card,2022,7,Jul,3,27,Sunday,23.1,7123.98,1,No Discount
ORD-009172,2021-04-06,CUST-0195,Susan Thomas,Corporate,East,New Jersey,PROD-0072,Technology,Machines,Premium Printer 989,12904.92,7,0.2,-504.4,119.63,UPI,2021,4,Apr,2,14,Tuesday,-3.91,12785.29,0,Medium (16–35%)
ORD-009173,2022-12-28,CUST-0309,Sarah Jones,Consumer,East,New Jersey,PROD-0124,Furniture,Tables,Elite Chair 472,2594.99,3,0.2,80.55,18.71,UPI,2022,12,Dec,4,52,Wednesday,3.1,2576.28,1,Medium (16–35%)
ORD-009174,2023-07-05,CUST-0224,Susan Thomas,Consumer,South,Texas,PROD-0033,Office Supplies,Art,Ultra Folder 916,2.58,1,0.5,-0.4,41.0,Cash,2023,7,Jul,3,27,Wednesday,-15.5,-38.42,0,High (>35%)
ORD-009175,2022-01-31,CUST-0164,James Moore,Consumer,West,Arizona,PROD-0095,Furniture,Chairs,Pro Chair 870,13810.09,7,0.0,1425.28,281.19,Net Banking,2022,1,Jan,1,5,Monday,10.32,13528.9,1,No Discount
ORD-009176,2022-03-31,CUST-0142,Michael Martin,Home Office,West,Washington,PROD-0032,Furniture,Tables,Pro Lamp 438,2831.65,7,0.1,650.49,229.25,UPI,2022,3,Mar,1,13,Thursday,22.97,2602.4,1,Low (≤15%)
ORD-009177,2023-07-24,CUST-0279,Joseph Harris,Corporate,East,New Jersey,PROD-0177,Furniture,Bookcases,Pro Lamp 676,4059.83,3,0.3,-22.83,143.42,Card,2023,7,Jul,3,30,Monday,-0.56,3916.41,0,Medium (16–35%)
ORD-009178,2021-02-25,CUST-0429,Joseph Jones,Home Office,North,Illinois,PROD-0060,Furniture,Tables,Smart Desk 981,1658.63,3,0.3,44.64,75.94,UPI,2021,2,Feb,1,8,Thursday,2.69,1582.69,1,Medium (16–35%)
ORD-009179,2022-01-10,CUST-0058,John Taylor,Consumer,South,North Carolina,PROD-0157,Office Supplies,Fasteners,Basic Scissors 696,252.73,2,0.3,-33.14,31.09,Net Banking,2022,1,Jan,1,2,Monday,-13.11,221.64,0,Medium (16–35%)
ORD-009180,2021-06-28,CUST-0044,Linda Davis,Home Office,South,Texas,PROD-0158,Office Supplies,Binders,Basic Marker 122,518.37,8,0.3,-11.64,376.34,Net Banking,2021,6,Jun,2,26,Monday,-2.25,142.03,0,Medium (16–35%)
ORD-009181,2023-04-24,CUST-0100,Jessica Harris,Corporate,South,North Carolina,PROD-0086,Furniture,Furnishings,Pro Chair 707,440.34,1,0.0,83.95,4.51,Card,2023,4,Apr,2,17,Monday,19.06,435.83,1,No Discount
ORD-009182,2022-09-08,CUST-0354,Jessica Johnson,Home Office,West,Washington,PROD-0079,Furniture,Furnishings,Basic Chair 978,1524.2,1,0.0,384.77,7.1,Card,2022,9,Sep,3,36,Thursday,25.24,1517.1,1,No Discount
ORD-009183,2023-01-18,CUST-0396,Barbara Wilson,Consumer,South,Virginia,PROD-0001,Technology,Accessories,Pro Laptop 545,16298.85,10,0.4,-1097.89,338.96,Net Banking,2023,1,Jan,1,3,Wednesday,-6.74,15959.89,0,High (>35%)
ORD-009184,2022-01-02,CUST-0066,Mary Williams,Home Office,North,Ohio,PROD-0184,Furniture,Bookcases,Smart Chair 821,5468.27,3,0.0,1344.93,147.63,Cash,2022,1,Jan,1,52,Sunday,24.6,5320.64,1,No Discount
ORD-009185,2022-08-29,CUST-0389,Linda Johnson,Home Office,North,Michigan,PROD-0126,Office Supplies,Fasteners,Eco Scissors 329,4.88,1,0.5,-1.41,46.57,Net Banking,2022,8,Aug,3,35,Monday,-28.89,-41.69,0,High (>35%)
ORD-009186,2022-10-25,CUST-0034,Michael Taylor,Home Office,North,Michigan,PROD-0123,Furniture,Chairs,Premium Desk 145,6910.66,8,0.4,-839.45,370.77,Net Banking,2022,10,Oct,4,43,Tuesday,-12.15,6539.89,0,High (>35%)
ORD-009187,2023-07-20,CUST-0205,Sarah Taylor,Consumer,East,Connecticut,PROD-0057,Furniture,Furnishings,Ultra Lamp 535,3060.72,4,0.1,709.82,172.03,UPI,2023,7,Jul,3,29,Thursday,23.19,2888.69,1,Low (≤15%)
ORD-009188,2021-10-17,CUST-0466,Sarah Martin,Home Office,South,Georgia,PROD-0120,Office Supplies,Labels,Basic Stapler 608,179.13,10,0.0,28.35,363.78,Card,2021,10,Oct,4,41,Sunday,15.83,-184.65,1,No Discount
ORD-009189,2022-11-22,CUST-0005,David Smith,Consumer,North,Wisconsin,PROD-0143,Office Supplies,Paper,Classic Notebook 367,696.03,9,0.4,4.13,166.45,UPI,2022,11,Nov,4,47,Tuesday,0.59,529.58,1,High (>35%)
ORD-009190,2022-10-10,CUST-0190,Richard Williams,Corporate,South,Georgia,PROD-0050,Technology,Phones,Pro Monitor 299,22569.98,10,0.0,7048.81,58.0,Net Banking,2022,10,Oct,4,41,Monday,31.23,22511.98,1,No Discount
ORD-009191,2023-12-02,CUST-0213,Susan Williams,Home Office,North,Wisconsin,PROD-0125,Technology,Accessories,Premium Phone 666,10593.59,7,0.2,-742.96,310.79,UPI,2023,12,Dec,4,48,Saturday,-7.01,10282.8,0,Medium (16–35%)
ORD-009192,2022-08-23,CUST-0384,Richard Taylor,Home Office,South,Florida,PROD-0143,Office Supplies,Paper,Classic Notebook 367,220.19,3,0.1,13.46,93.41,Cash,2022,8,Aug,3,34,Tuesday,6.11,126.78,1,Low (≤15%)
ORD-009193,2023-08-23,CUST-0069,James Brown,Home Office,North,Wisconsin,PROD-0118,Technology,Accessories,Classic Camera 850,2337.35,8,0.0,362.89,35.34,Card,2023,8,Aug,3,34,Wednesday,15.53,2302.01,1,No Discount
ORD-009194,2021-06-03,CUST-0032,John Jones,Home Office,North,Illinois,PROD-0149,Technology,Copiers,Basic Tablet 192,4281.3,3,0.4,-616.69,38.87,Cash,2021,6,Jun,2,22,Thursday,-14.4,4242.43,0,High (>35%)
ORD-009195,2022-10-26,CUST-0060,Michael Moore,Home Office,East,New York,PROD-0129,Furniture,Chairs,Basic Cabinet 998,1755.0,7,0.2,210.47,37.03,Card,2022,10,Oct,4,43,Wednesday,11.99,1717.97,1,Medium (16–35%)
ORD-009196,2021-01-04,CUST-0027,Patricia Taylor,Home Office,West,Arizona,PROD-0155,Furniture,Tables,Premium Chair 163,10499.48,9,0.4,-327.49,213.58,Card,2021,1,Jan,1,1,Monday,-3.12,10285.9,0,High (>35%)
ORD-009197,2023-01-25,CUST-0313,Joseph Williams,Consumer,West,Nevada,PROD-0153,Furniture,Chairs,Elite Cabinet 669,957.41,1,0.0,298.89,14.16,UPI,2023,1,Jan,1,4,Wednesday,31.22,943.25,1,No Discount
ORD-009198,2022-06-21,CUST-0128,Joseph Jones,Consumer,North,Ohio,PROD-0016,Technology,Accessories,Eco Camera 908,2932.41,4,0.5,-916.86,188.56,UPI,2022,6,Jun,2,25,Tuesday,-31.27,2743.85,0,High (>35%)
ORD-009199,2021-01-19,CUST-0249,Sarah Wilson,Consumer,West,Washington,PROD-0159,Furniture,Tables,Elite Sofa 928,3465.4,3,0.1,807.71,14.09,Card,2021,1,Jan,1,3,Tuesday,23.31,3451.31,1,Low (≤15%)
ORD-009200,2022-04-06,CUST-0100,Jessica Harris,Corporate,South,North Carolina,PROD-0161,Furniture,Furnishings,Pro Chair 687,5358.68,4,0.0,1407.53,119.03,UPI,2022,4,Apr,2,14,Wednesday,26.27,5239.65,1,No Discount
ORD-009201,2023-08-08,CUST-0291,John Williams,Home Office,North,Ohio,PROD-0110,Furniture,Bookcases,Ultra Chair 927,3827.87,7,0.0,206.23,212.53,Net Banking,2023,8,Aug,3,32,Tuesday,5.39,3615.34,1,No Discount
ORD-009202,2023-01-12,CUST-0080,Richard Anderson,Consumer,South,Georgia,PROD-0023,Technology,Accessories,Ultra Printer 556,17813.42,9,0.0,2604.37,211.02,Card,2023,1,Jan,1,2,Thursday,14.62,17602.4,1,No Discount
ORD-009203,2022-10-22,CUST-0335,Richard Thomas,Home Office,East,New York,PROD-0158,Office Supplies,Binders,Basic Marker 122,386.14,4,0.4,-64.69,85.47,UPI,2022,10,Oct,4,42,Saturday,-16.75,300.67,0,High (>35%)
ORD-009204,2023-04-07,CUST-0426,Michael Jones,Consumer,East,New York,PROD-0137,Office Supplies,Art,Classic Marker 206,609.87,7,0.3,66.21,250.9,Cash,2023,4,Apr,2,14,Friday,10.86,358.97,1,Medium (16–35%)
ORD-009205,2021-08-18,CUST-0278,David Johnson,Corporate,North,Ohio,PROD-0047,Furniture,Furnishings,Pro Sofa 668,345.09,2,0.4,-82.26,44.08,UPI,2021,8,Aug,3,33,Wednesday,-23.84,301.01,0,High (>35%)
ORD-009206,2022-10-24,CUST-0251,James Moore,Corporate,West,Nevada,PROD-0004,Office Supplies,Art,Ultra Tape 568,553.72,9,0.0,141.95,280.49,UPI,2022,10,Oct,4,43,Monday,25.64,273.23,1,No Discount
ORD-009207,2022-02-02,CUST-0233,Patricia Williams,Consumer,West,Nevada,PROD-0141,Office Supplies,Labels,Basic Tape 617,674.13,4,0.1,20.68,163.02,Net Banking,2022,2,Feb,1,5,Wednesday,3.07,511.11,1,Low (≤15%)
ORD-009208,2021-04-05,CUST-0052,Mary Anderson,Consumer,East,Connecticut,PROD-0083,Furniture,Bookcases,Pro Sofa 153,6681.7,7,0.5,-2197.83,65.92,UPI,2021,4,Apr,2,14,Monday,-32.89,6615.78,0,High (>35%)
ORD-009209,2023-02-13,CUST-0198,Joseph Moore,Corporate,West,Washington,PROD-0040,Office Supplies,Binders,Eco Tape 725,887.27,9,0.0,147.16,221.72,UPI,2023,2,Feb,1,7,Monday,16.59,665.55,1,No Discount
ORD-009210,2023-11-16,CUST-0409,Mary Jackson,Consumer,North,Michigan,PROD-0096,Furniture,Furnishings,Eco Shelf 422,708.38,5,0.0,190.51,164.07,Card,2023,11,Nov,4,46,Thursday,26.89,544.31,1,No Discount
ORD-009211,2021-12-26,CUST-0017,Robert Davis,Corporate,North,Ohio,PROD-0022,Technology,Copiers,Premium Laptop 200,5977.44,7,0.4,-587.56,55.4,Card,2021,12,Dec,4,51,Sunday,-9.83,5922.04,0,High (>35%)
ORD-009212,2021-12-13,CUST-0188,Joseph Smith,Corporate,East,Connecticut,PROD-0125,Technology,Accessories,Premium Phone 666,931.4,2,0.1,93.74,70.21,Cash,2021,12,Dec,4,50,Monday,10.06,861.19,1,Low (≤15%)
ORD-009213,2022-03-04,CUST-0377,Michael Thomas,Corporate,East,Connecticut,PROD-0068,Furniture,Furnishings,Pro Cabinet 691,4245.51,6,0.4,84.26,170.84,UPI,2022,3,Mar,1,9,Friday,1.98,4074.67,1,High (>35%)
ORD-009214,2021-03-20,CUST-0362,Sarah Wilson,Home Office,South,Georgia,PROD-0006,Technology,Copiers,Smart Speaker 550,7673.83,6,0.4,-1895.88,251.81,UPI,2021,3,Mar,1,11,Saturday,-24.71,7422.02,0,High (>35%)
ORD-009215,2022-12-01,CUST-0394,William Thomas,Consumer,North,Wisconsin,PROD-0059,Technology,Machines,Basic Speaker 549,19749.02,10,0.0,5016.6,404.16,Cash,2022,12,Dec,4,48,Thursday,25.4,19344.86,1,No Discount
ORD-009216,2023-06-13,CUST-0151,Jessica Wilson,Consumer,West,California,PROD-0053,Furniture,Chairs,Ultra Stool 399,9681.37,6,0.0,611.56,127.79,Cash,2023,6,Jun,2,24,Tuesday,6.32,9553.58,1,No Discount
